CustomerID,Recency,Frequency,Monetary,HVC_Criteria,RFM_Segment,RFM_Score
135564,2,13,181501.23,Recent High Value,Champions,14
135565,21,12,195048.43,Recent High Value,Potential,10
135566,4,8,110652.4,Recent High Value,Needs Attention,7
135567,1,12,132477.86000000002,Recent High Value,Loyal,12
135568,15,12,153156.17,Recent High Value,Potential,9
135569,13,16,219040.5,Top 5% Monetary,Loyal,12
135570,3,13,161084.56,Recent High Value,Loyal,12
135571,1,18,191373.5,Top 10% Frequency,Champions,15
135572,9,12,114342.07,Recent High Value,Needs Attention,8
135573,24,12,176703.57,Recent High Value,Potential,10
135574,2,10,111930.84,Recent High Value,Potential,9
135575,18,12,115200.05,Recent High Value,Needs Attention,7
135576,22,8,108358.87,Recent High Value,At Risk,4
135577,3,17,205026.74,Top 10% Frequency,Champions,14
135578,3,7,76992.66,Recent High Value,At Risk,6
135580,8,13,127234.57,Recent High Value,Potential,10
135581,9,8,115099.08,Recent High Value,At Risk,5
135582,8,12,164563.41,Recent High Value,Loyal,11
135583,6,14,183320.76,Recent High Value,Champions,13
135584,7,11,143321.53,Recent High Value,Potential,9
135585,2,11,143249.65,Recent High Value,Loyal,11
135586,4,9,125511.97,Recent High Value,Potential,9
135587,2,14,172088.0,Recent High Value,Champions,14
135588,9,11,194711.39,Recent High Value,Potential,10
135589,1,16,160173.79,Top 10% Frequency,Champions,14
135590,20,12,147985.78,Recent High Value,Potential,9
135591,4,10,78590.29999999999,Recent High Value,Needs Attention,7
135592,5,18,197427.47,Top 10% Frequency,Champions,14
135593,1,9,152164.85,Recent High Value,Loyal,11
135594,6,18,223984.5,Top 5% Monetary,Champions,13
135595,5,14,160059.82,Recent High Value,Champions,13
135596,5,13,141494.0,Recent High Value,Loyal,11
135597,1,16,134810.49,Top 10% Frequency,Champions,13
135598,2,12,178605.46,Recent High Value,Champions,14
135599,10,6,63171.66,Recent High Value,At Risk,4
135600,2,16,156332.2,Top 10% Frequency,Champions,14
135601,4,9,60222.95,Recent High Value,Needs Attention,7
135603,14,15,202963.8,Recent High Value,Loyal,11
135604,5,10,100427.39,Recent High Value,Needs Attention,8
135605,8,12,107758.92,Recent High Value,Potential,9
135606,3,9,125809.53,Recent High Value,Potential,9
135607,22,14,145527.93,Recent High Value,Potential,9
135608,2,16,167592.4,Top 10% Frequency,Champions,14
135609,22,12,201744.02,Recent High Value,Potential,10
135610,11,16,247661.63,Top 5% Monetary,Loyal,12
135611,4,8,91320.65,Recent High Value,At Risk,6
135612,2,11,154312.64,Recent High Value,Loyal,12
135613,15,6,83556.48,Recent High Value,At Risk,3
135614,1,10,97467.86,Recent High Value,Potential,9
135615,6,15,173810.08,Recent High Value,Loyal,12
135616,2,11,115775.5,Recent High Value,Potential,10
135617,2,11,172851.96,Recent High Value,Loyal,12
135618,1,15,233850.21,Top 5% Monetary,Champions,15
135620,13,16,209299.23,Top 10% Frequency,Loyal,12
135621,8,9,142516.08,Recent High Value,Needs Attention,8
135622,2,12,167575.1,Recent High Value,Champions,13
135623,1,16,208157.25,Top 10% Frequency,Champions,15
135624,5,15,163893.08,Recent High Value,Champions,13
135625,1,16,216992.48,Top 10% Frequency,Champions,15
135626,4,9,121261.63,Recent High Value,Needs Attention,8
135627,2,14,174878.31,Recent High Value,Champions,14
135628,1,14,188118.86,Recent High Value,Champions,15
135629,12,17,196261.8,Top 10% Frequency,Loyal,12
135630,22,5,57104.3,Recent High Value,At Risk,3
135631,17,6,71816.97,Recent High Value,At Risk,3
135632,16,14,157113.39,Recent High Value,Potential,10
135633,1,16,156692.15,Top 10% Frequency,Champions,14
135634,9,12,132793.1,Recent High Value,Potential,9
135635,2,9,89121.59,Recent High Value,Needs Attention,8
135636,7,8,78835.03,Recent High Value,At Risk,5
135637,8,6,59491.46,Recent High Value,At Risk,5
135638,9,13,146323.26,Recent High Value,Potential,10
135639,2,11,123112.82,Recent High Value,Loyal,11
135640,2,13,171166.35,Recent High Value,Champions,13
135641,10,9,120236.53,Recent High Value,At Risk,6
135642,17,4,74962.27,Recent High Value,At Risk,3
135643,11,10,111015.65,Recent High Value,At Risk,6
135644,7,11,147203.07,Recent High Value,Potential,10
135645,11,16,198565.2,Top 10% Frequency,Loyal,12
135646,9,6,46194.11,Recent High Value,At Risk,4
135647,4,8,100263.62,Recent High Value,Needs Attention,7
135648,5,11,123409.6,Recent High Value,Potential,10
135649,15,8,107271.49,Recent High Value,At Risk,4
135650,21,7,64431.05,Recent High Value,At Risk,3
135651,10,8,107261.75,Recent High Value,At Risk,5
135652,1,13,164026.82,Recent High Value,Champions,13
135653,6,8,129201.35,Recent High Value,Needs Attention,7
135654,10,12,165551.12,Recent High Value,Potential,10
135655,13,6,62212.52,Recent High Value,At Risk,4
135656,9,10,104941.52,Recent High Value,At Risk,6
135657,13,11,118900.09,Recent High Value,Needs Attention,7
135658,4,14,206303.12,Recent High Value,Champions,14
135659,3,10,137826.16,Recent High Value,Potential,9
135660,4,12,144010.71,Recent High Value,Loyal,11
135661,21,9,140806.84,Recent High Value,At Risk,6
135662,10,5,80484.97,Recent High Value,At Risk,4
135663,23,11,90977.36,Recent High Value,At Risk,5
135664,6,11,112765.3,Recent High Value,Needs Attention,8
135665,4,15,175725.41,Recent High Value,Champions,14
135666,12,7,79234.51000000001,Recent High Value,At Risk,4
135667,2,20,218568.68,Top 10% Frequency,Champions,15
135668,20,8,119854.5,Recent High Value,At Risk,4
135669,19,10,145768.12,Recent High Value,At Risk,6
135670,8,9,114532.42,Recent High Value,Needs Attention,7
135671,19,12,154842.61000000002,Recent High Value,Potential,9
135672,17,8,107247.98,Recent High Value,At Risk,4
135673,16,8,71369.98,Recent High Value,At Risk,3
135674,3,8,91546.72,Recent High Value,At Risk,6
135675,17,6,88619.78,Recent High Value,At Risk,3
135676,5,12,135506.15,Recent High Value,Loyal,11
135677,1,9,110302.91,Recent High Value,Potential,9
135678,1,9,61776.26,Recent High Value,Needs Attention,8
135679,7,8,101938.21,Recent High Value,At Risk,6
135680,10,17,197727.08,Top 10% Frequency,Loyal,12
135681,4,9,117351.13,Recent High Value,Needs Attention,8
135682,5,12,125418.21,Recent High Value,Loyal,11
135683,9,7,80151.48999999999,Recent High Value,At Risk,4
135684,11,6,70468.76999999999,Recent High Value,At Risk,4
135685,11,11,121836.01,Recent High Value,Needs Attention,7
135686,1,7,86289.64,Recent High Value,Needs Attention,7
135687,11,12,102604.46,Recent High Value,Needs Attention,8
135688,12,10,147637.81,Recent High Value,Needs Attention,8
135689,5,6,67886.17,Recent High Value,At Risk,6
135690,1,16,153657.28,Top 10% Frequency,Champions,14
135691,8,9,63703.69,Recent High Value,At Risk,6
135692,5,12,132122.4,Recent High Value,Loyal,11
135693,8,13,138331.49,Recent High Value,Potential,10
135694,7,12,88907.54,Recent High Value,Needs Attention,8
135695,8,10,151508.94,Recent High Value,Potential,9
135696,2,8,101755.33,Recent High Value,Needs Attention,8
135697,8,11,102911.78,Recent High Value,Needs Attention,8
135698,9,5,50116.2,Recent High Value,At Risk,4
135699,4,7,69273.52,Recent High Value,At Risk,6
135700,13,6,74217.79,Recent High Value,At Risk,4
135701,3,15,166446.98,Recent High Value,Champions,13
135702,27,15,216850.95,Recent High Value,Loyal,11
135703,20,8,100671.12,Recent High Value,At Risk,4
135704,4,9,114378.94,Recent High Value,Needs Attention,8
135705,1,12,117268.75,Recent High Value,Loyal,11
135706,5,11,132066.84,Recent High Value,Potential,10
135707,12,14,173577.58000000002,Recent High Value,Loyal,11
135708,6,13,154153.43,Recent High Value,Loyal,11
135709,28,10,149846.24,Recent High Value,Needs Attention,7
135710,3,9,69671.31,Recent High Value,Needs Attention,7
135711,5,10,157472.19,Recent High Value,Potential,10
135712,3,11,112313.84,Recent High Value,Potential,9
135713,1,9,110162.2,Recent High Value,Potential,9
135714,2,10,125038.41,Recent High Value,Potential,10
135715,3,12,113624.21,Recent High Value,Potential,10
135716,9,19,178112.97,Top 10% Frequency,Loyal,12
135717,17,12,162666.06,Recent High Value,Potential,9
135718,15,14,177851.68,Recent High Value,Loyal,11
135719,1,13,153122.5,Recent High Value,Champions,13
135720,11,10,111363.18,Recent High Value,At Risk,6
135721,5,9,111970.75,Recent High Value,Needs Attention,8
135722,9,5,44439.18,Recent High Value,At Risk,4
135723,7,8,96267.87,Recent High Value,At Risk,5
135725,6,12,158712.78999999998,Recent High Value,Loyal,11
135726,12,14,164490.22,Recent High Value,Loyal,11
135727,13,10,94780.68,Recent High Value,At Risk,5
135728,16,12,102102.54,Recent High Value,Needs Attention,7
135729,4,6,82782.57999999999,Recent High Value,At Risk,6
135730,2,12,125698.81,Recent High Value,Loyal,12
135731,12,13,169450.57,Recent High Value,Potential,10
135732,1,16,177217.72,Top 10% Frequency,Champions,15
135733,10,6,59701.53,Recent High Value,At Risk,4
135734,1,13,152886.28,Recent High Value,Champions,13
135735,13,9,102830.04,Recent High Value,At Risk,6
135736,8,6,86991.13,Recent High Value,At Risk,5
135737,10,10,79846.0,Recent High Value,At Risk,5
135738,5,8,66794.61,Recent High Value,At Risk,6
135739,5,16,246622.92,Top 5% Monetary,Champions,14
135740,10,7,77670.9,Recent High Value,At Risk,4
135741,21,6,60932.25,Recent High Value,At Risk,3
135742,6,15,200187.77,Recent High Value,Champions,13
135743,10,9,129971.6,Recent High Value,Needs Attention,7
135744,6,16,222814.08,Top 5% Monetary,Champions,13
135745,5,8,93316.74,Recent High Value,At Risk,6
135747,1,10,131395.01,Recent High Value,Potential,10
135748,2,18,202734.51,Top 10% Frequency,Champions,15
135749,8,9,86599.89,Recent High Value,At Risk,6
135751,6,15,247001.04,Top 5% Monetary,Champions,13
135752,1,14,128216.54,Recent High Value,Champions,13
135753,5,10,171901.48,Recent High Value,Potential,10
135754,4,19,249914.9,Top 5% Monetary,Champions,14
135755,9,14,189478.74,Recent High Value,Loyal,12
135757,3,11,153761.05,Recent High Value,Loyal,11
135758,1,8,93391.03,Recent High Value,Needs Attention,7
135759,24,10,95136.81,Recent High Value,At Risk,4
135760,14,8,113092.59,Recent High Value,At Risk,4
135761,12,12,128869.56,Recent High Value,Potential,9
135762,4,20,214742.34,Top 10% Frequency,Champions,14
135763,7,10,110737.72,Recent High Value,Needs Attention,7
135764,3,11,99928.31,Recent High Value,Potential,9
135765,12,12,123730.27,Recent High Value,Potential,9
135766,8,11,140664.96000000002,Recent High Value,Potential,9
135767,20,6,55972.0,Recent High Value,At Risk,3
135768,8,12,145665.66,Recent High Value,Potential,10
135769,2,6,97431.59,Recent High Value,Needs Attention,8
135770,1,14,166882.37,Recent High Value,Champions,14
135771,7,14,161777.83000000002,Recent High Value,Loyal,12
135772,17,10,127993.06,Recent High Value,At Risk,6
135773,1,12,124645.32,Recent High Value,Loyal,12
135774,4,15,217644.87,Recent High Value,Champions,14
135775,8,12,110139.49,Recent High Value,Potential,9
135776,4,10,78154.16,Recent High Value,Needs Attention,7
135777,4,13,173524.8,Recent High Value,Loyal,12
135778,3,8,118779.46,Recent High Value,Needs Attention,7
135779,28,9,123609.43,Recent High Value,At Risk,6
135780,4,8,119175.43,Recent High Value,Needs Attention,7
135781,13,12,171449.3,Recent High Value,Potential,10
135782,12,9,94721.69,Recent High Value,At Risk,5
135783,4,15,213157.32,Recent High Value,Champions,14
135784,20,10,128606.86,Recent High Value,At Risk,6
135785,1,14,217796.37,Recent High Value,Champions,15
135786,2,14,148265.62,Recent High Value,Champions,14
135787,12,8,76348.78,Recent High Value,At Risk,4
135788,8,11,122475.84,Recent High Value,Needs Attention,8
135789,5,12,91839.51,Recent High Value,Potential,9
135790,4,8,110666.6,Recent High Value,Needs Attention,7
135791,11,10,137160.61,Recent High Value,Needs Attention,7
135792,3,12,116084.01,Recent High Value,Potential,10
135793,2,12,189993.5,Recent High Value,Champions,14
135794,27,8,78082.75,Recent High Value,At Risk,3
135795,3,9,107613.55,Recent High Value,Needs Attention,8
135796,4,11,106365.27,Recent High Value,Potential,9
135797,6,16,185571.13,Top 10% Frequency,Champions,13
135798,1,11,112842.44,Recent High Value,Potential,10
135799,14,8,123880.29,Recent High Value,At Risk,5
135800,15,12,166565.15,Recent High Value,Potential,9
135801,1,15,159062.47,Recent High Value,Champions,14
135802,20,11,159098.97,Recent High Value,Needs Attention,8
135803,1,10,104871.04,Recent High Value,Potential,9
135804,5,7,64904.33,Recent High Value,At Risk,6
135805,20,12,150036.14,Recent High Value,Potential,9
135806,2,11,126036.0,Recent High Value,Loyal,11
135807,5,14,211231.57,Recent High Value,Champions,14
135808,6,12,135841.73,Recent High Value,Potential,10
135809,4,16,207256.37,Top 10% Frequency,Champions,14
135810,7,18,253611.41,Top 5% Monetary,Champions,13
135811,2,13,142089.4,Recent High Value,Loyal,12
135812,12,11,146246.81,Recent High Value,Potential,9
135813,2,15,191676.43,Recent High Value,Champions,15
135814,4,14,144754.18,Recent High Value,Loyal,12
135815,1,14,134292.19,Recent High Value,Champions,13
135816,8,13,140937.45,Recent High Value,Potential,10
135817,4,14,219938.63,Top 5% Monetary,Champions,14
135818,2,7,87555.06,Recent High Value,Needs Attention,7
135819,2,8,82748.68,Recent High Value,Needs Attention,7
135820,2,12,184771.58,Recent High Value,Champions,14
135821,8,10,123636.51,Recent High Value,Needs Attention,8
135822,5,12,183030.35,Recent High Value,Champions,13
135823,12,12,93590.45,Recent High Value,Needs Attention,7
135824,2,17,190752.01,Top 10% Frequency,Champions,15
135825,25,8,80254.28,Recent High Value,At Risk,3
135826,9,12,136998.07,Recent High Value,Potential,9
135827,23,9,141653.26,Recent High Value,At Risk,6
135828,16,8,100285.59,Recent High Value,At Risk,4
135829,3,14,210996.95,Recent High Value,Champions,14
135830,10,13,92144.66,Recent High Value,Needs Attention,7
135831,5,10,114915.2,Recent High Value,Needs Attention,8
135833,1,15,187259.71,Recent High Value,Champions,15
135834,13,8,90311.42,Recent High Value,At Risk,4
135835,1,11,115742.99,Recent High Value,Potential,10
135836,16,11,96958.03,Recent High Value,At Risk,6
135837,3,15,204625.81,Recent High Value,Champions,14
135838,1,10,110653.62,Recent High Value,Potential,9
135839,16,12,153915.2,Recent High Value,Potential,9
135840,10,13,150090.85,Recent High Value,Potential,10
135841,4,18,242678.02,Top 5% Monetary,Champions,14
135842,16,11,148633.11,Recent High Value,Needs Attention,8
135843,10,7,80095.5,Recent High Value,At Risk,4
135844,4,11,119192.22,Recent High Value,Potential,9
135845,1,12,157411.03,Recent High Value,Champions,13
135846,9,14,190639.09,Recent High Value,Loyal,12
135847,1,18,222226.66,Top 5% Monetary,Champions,15
135848,7,20,308585.64,Top 5% Monetary,Champions,13
135849,7,8,99637.76,Recent High Value,At Risk,6
135850,6,13,126120.02,Recent High Value,Potential,10
135851,11,17,224394.05,Top 5% Monetary,Loyal,12
135852,7,14,217704.48,Recent High Value,Champions,13
135853,1,11,150980.76,Recent High Value,Loyal,12
135854,4,15,189178.9,Recent High Value,Champions,14
135855,1,10,122589.36,Recent High Value,Potential,10
135856,1,7,96355.65,Recent High Value,Needs Attention,7
135857,10,8,97099.46,Recent High Value,At Risk,5
135858,3,8,98210.54,Recent High Value,Needs Attention,7
135859,8,13,160503.85,Recent High Value,Loyal,11
135860,25,12,171993.31,Recent High Value,Potential,9
135861,23,9,113914.23,Recent High Value,At Risk,5
135862,2,15,218386.64,Recent High Value,Champions,15
135863,3,12,183460.71,Recent High Value,Champions,13
135864,27,11,115865.63,Recent High Value,At Risk,6
135865,1,15,166492.30000000002,Recent High Value,Champions,14
135866,11,15,197845.85,Recent High Value,Loyal,12
135867,3,9,119524.69,Recent High Value,Needs Attention,8
135868,1,13,154791.34,Recent High Value,Champions,13
135869,4,10,129286.89,Recent High Value,Potential,9
135870,8,5,46957.15,Recent High Value,At Risk,5
135871,2,7,41254.37,Recent High Value,Needs Attention,7
135872,8,10,70273.63,Recent High Value,At Risk,6
135873,7,12,103263.84,Recent High Value,Potential,9
135874,14,8,99606.59,Recent High Value,At Risk,4
135875,2,13,120887.9,Recent High Value,Loyal,11
135876,4,15,171933.76,Recent High Value,Champions,13
135877,1,12,167042.2,Recent High Value,Champions,13
135878,4,13,159005.27,Recent High Value,Loyal,12
135879,8,12,108506.26,Recent High Value,Potential,9
135880,20,9,103960.78,Recent High Value,At Risk,5
135881,1,8,95817.92,Recent High Value,Needs Attention,7
135882,10,12,174249.74,Recent High Value,Potential,10
135883,5,9,94961.92,Recent High Value,Needs Attention,7
135885,17,14,124871.96,Recent High Value,Potential,9
135886,2,11,161081.9,Recent High Value,Loyal,12
135887,2,8,97011.49,Recent High Value,Needs Attention,8
135888,9,12,170068.29,Recent High Value,Potential,10
135889,19,7,72337.48999999999,Recent High Value,At Risk,3
135891,6,9,96803.51,Recent High Value,Needs Attention,7
135892,1,20,204140.59,Top 10% Frequency,Champions,15
135893,7,10,116332.54,Recent High Value,Needs Attention,7
135894,2,10,110056.94,Recent High Value,Potential,9
135895,6,9,142751.28,Recent High Value,Needs Attention,8
135896,7,13,186665.3,Recent High Value,Loyal,12
135897,5,16,160054.94999999998,Top 10% Frequency,Champions,13
135898,12,14,140344.37,Recent High Value,Potential,10
135899,1,19,223549.77,Top 5% Monetary,Champions,15
135900,6,12,156296.81,Recent High Value,Loyal,11
135901,12,15,190102.82,Recent High Value,Loyal,12
135902,3,12,88548.21,Recent High Value,Potential,9
135903,1,16,165234.62,Top 10% Frequency,Champions,14
135904,3,7,71359.73,Recent High Value,At Risk,6
135905,10,13,191279.89,Recent High Value,Loyal,11
135906,24,9,105793.57,Recent High Value,At Risk,5
135907,3,9,93526.09,Recent High Value,Needs Attention,7
135908,4,12,183284.47,Recent High Value,Champions,13
135909,11,11,128577.12,Recent High Value,Needs Attention,8
135910,16,11,151380.62,Recent High Value,Needs Attention,8
135911,13,10,132508.83000000002,Recent High Value,Needs Attention,7
135912,3,12,142699.66999999998,Recent High Value,Loyal,11
135913,18,11,171825.51,Recent High Value,Needs Attention,8
135914,15,10,82820.82,Recent High Value,At Risk,4
135915,7,12,175901.35,Recent High Value,Loyal,12
135916,9,9,138378.13,Recent High Value,Needs Attention,7
135917,18,11,144539.72,Recent High Value,Needs Attention,7
135918,18,13,153680.72,Recent High Value,Potential,9
135919,1,10,80666.13,Recent High Value,Needs Attention,8
135920,8,15,202045.73,Recent High Value,Champions,13
135921,7,15,210510.05,Recent High Value,Champions,13
135922,5,12,171375.84,Recent High Value,Loyal,12
135923,5,10,96640.29,Recent High Value,Needs Attention,8
135924,4,7,80389.08,Recent High Value,At Risk,6
135925,17,13,135926.78,Recent High Value,Needs Attention,8
135926,8,11,113426.32,Recent High Value,Needs Attention,8
135927,2,13,167313.1,Recent High Value,Champions,13
135928,1,16,218241.77,Top 10% Frequency,Champions,15
135929,6,15,152132.23,Recent High Value,Loyal,12
135930,20,7,54538.44,Recent High Value,At Risk,3
135931,1,14,165627.13,Recent High Value,Champions,14
135932,12,14,164202.56,Recent High Value,Loyal,11
135933,18,8,102687.99,Recent High Value,At Risk,4
135934,3,15,196758.42,Recent High Value,Champions,14
135935,12,16,179363.9,Top 10% Frequency,Loyal,12
135936,9,8,129270.08,Recent High Value,At Risk,6
135937,6,6,99757.02,Recent High Value,At Risk,6
135938,5,13,113884.46,Recent High Value,Potential,10
135939,23,13,168373.25,Recent High Value,Potential,9
135940,1,11,161163.83,Recent High Value,Loyal,12
135941,11,10,131125.44,Recent High Value,Needs Attention,7
135942,23,5,59246.73,Recent High Value,At Risk,3
135943,1,9,119297.02,Recent High Value,Potential,9
135944,6,13,161711.77,Recent High Value,Loyal,11
135945,5,11,126529.3,Recent High Value,Potential,10
135946,4,9,102723.61,Recent High Value,Needs Attention,8
135947,6,8,119273.76,Recent High Value,At Risk,6
135948,4,15,177316.37,Recent High Value,Champions,14
135949,3,13,193946.58,Recent High Value,Champions,13
135950,4,14,151346.56,Recent High Value,Champions,13
135951,9,7,98146.98,Recent High Value,At Risk,5
135952,7,7,47234.15,Recent High Value,At Risk,5
135953,12,12,144167.06,Recent High Value,Potential,9
135954,5,17,218411.98,Top 10% Frequency,Champions,14
135955,8,6,72856.18000000001,Recent High Value,At Risk,5
135956,22,6,82290.84,Recent High Value,At Risk,3
135957,1,10,109973.36,Recent High Value,Potential,9
135958,7,15,192697.67,Recent High Value,Champions,13
135959,4,14,208372.58,Recent High Value,Champions,14
135960,22,4,48958.3,Recent High Value,At Risk,3
135961,3,15,210753.66,Recent High Value,Champions,14
135962,1,10,124428.39,Recent High Value,Potential,10
135963,3,8,97837.67,Recent High Value,Needs Attention,7
135964,10,6,81474.12,Recent High Value,At Risk,4
135965,25,6,50137.84,Recent High Value,At Risk,3
135966,6,8,60704.85,Recent High Value,At Risk,5
135967,4,13,186150.96,Recent High Value,Champions,13
135968,1,17,157142.96,Top 10% Frequency,Champions,14
135969,1,17,171693.91,Top 10% Frequency,Champions,14
135970,7,12,139091.13999999998,Recent High Value,Potential,10
135971,2,15,181059.62,Recent High Value,Champions,15
135972,2,13,157924.45,Recent High Value,Champions,13
135973,5,12,151675.19,Recent High Value,Loyal,12
135974,6,18,237553.42,Top 5% Monetary,Champions,13
135975,16,10,142435.94,Recent High Value,At Risk,6
135976,5,14,130153.62,Recent High Value,Loyal,12
135977,6,12,167685.19,Recent High Value,Loyal,11
135978,19,8,93052.11,Recent High Value,At Risk,3
135979,5,13,201719.49,Recent High Value,Champions,13
135980,15,11,118031.81,Recent High Value,At Risk,6
135981,5,8,143022.85,Recent High Value,Needs Attention,8
135983,9,22,299591.54,Top 5% Monetary,Loyal,12
135984,4,10,133236.91999999998,Recent High Value,Potential,9
135985,9,15,164406.13,Recent High Value,Loyal,11
135986,8,10,134633.29,Recent High Value,Needs Attention,8
135987,12,8,96351.91,Recent High Value,At Risk,4
135988,11,10,134486.39,Recent High Value,Needs Attention,7
135989,4,9,129779.17,Recent High Value,Potential,9
135990,2,6,68665.4,Recent High Value,Needs Attention,7
135991,2,11,134890.64,Recent High Value,Loyal,11
135992,1,17,171732.07,Top 10% Frequency,Champions,14
135993,3,13,166903.14,Recent High Value,Loyal,12
135994,8,12,141413.01,Recent High Value,Potential,10
135995,1,16,194502.09,Top 10% Frequency,Champions,15
135996,13,11,121751.37,Recent High Value,Needs Attention,7
135997,7,10,131506.11,Recent High Value,Needs Attention,8
135998,9,11,148009.88,Recent High Value,Potential,9
135999,5,10,113762.43,Recent High Value,Needs Attention,8
136000,1,12,170889.75,Recent High Value,Champions,13
136001,7,11,93673.28,Recent High Value,Needs Attention,7
136002,6,15,115441.9,Recent High Value,Potential,10
136003,24,8,117616.62,Recent High Value,At Risk,4
136004,3,4,39450.14,Recent High Value,At Risk,6
136005,4,13,154055.92,Recent High Value,Loyal,12
136006,10,9,126755.06,Recent High Value,Needs Attention,7
136007,15,11,108804.26,Recent High Value,At Risk,6
136008,8,19,227684.95,Top 5% Monetary,Champions,13
136009,7,15,215693.29,Recent High Value,Champions,13
136010,8,9,106844.11,Recent High Value,Needs Attention,7
136011,4,15,175827.13,Recent High Value,Champions,14
136012,8,9,79930.44,Recent High Value,At Risk,6
136013,22,4,73380.38,Recent High Value,At Risk,3
136014,12,11,114093.77,Recent High Value,Needs Attention,7
136015,1,14,133316.93,Recent High Value,Champions,13
136016,2,14,201842.73,Recent High Value,Champions,15
136017,2,12,158272.43,Recent High Value,Champions,13
136018,7,17,199984.91,Top 10% Frequency,Champions,13
136019,3,16,159424.91,Top 10% Frequency,Champions,13
136020,1,16,200979.13,Top 10% Frequency,Champions,15
136021,8,13,161295.2,Recent High Value,Loyal,11
136022,4,13,197439.31,Recent High Value,Champions,13
136023,2,11,142129.44,Recent High Value,Loyal,11
136024,2,13,186699.99,Recent High Value,Champions,14
136025,2,15,187165.58,Recent High Value,Champions,15
136026,13,11,113865.6,Recent High Value,Needs Attention,7
136027,2,13,181990.16,Recent High Value,Champions,14
136028,3,13,142530.33000000002,Recent High Value,Loyal,11
136029,1,16,116612.37,Top 10% Frequency,Loyal,12
136030,24,13,138225.72,Recent High Value,Needs Attention,8
136031,4,10,150055.15,Recent High Value,Potential,10
136032,3,8,73204.87999999999,Recent High Value,At Risk,6
136033,2,10,129459.34,Recent High Value,Potential,10
136034,5,6,94570.1,Recent High Value,At Risk,6
136035,10,15,111613.09,Recent High Value,Potential,9
136036,18,9,110971.69,Recent High Value,At Risk,5
136038,8,13,179070.34,Recent High Value,Loyal,12
136039,1,14,202078.48,Recent High Value,Champions,15
136040,5,12,193036.38,Recent High Value,Champions,13
136041,8,14,174901.95,Recent High Value,Loyal,12
136042,7,18,210252.2,Top 10% Frequency,Champions,13
136043,1,12,161229.28,Recent High Value,Champions,13
136044,8,12,147123.78,Recent High Value,Loyal,11
136045,2,15,198153.01,Recent High Value,Champions,15
136046,5,9,130050.0,Recent High Value,Potential,9
136047,9,9,162762.95,Recent High Value,Needs Attention,8
136048,1,10,148886.52,Recent High Value,Loyal,11
136049,1,12,168610.67,Recent High Value,Champions,13
136050,11,14,150713.93,Recent High Value,Loyal,11
136051,13,13,187299.23,Recent High Value,Loyal,11
136052,24,11,130006.4,Recent High Value,Needs Attention,7
136053,5,9,94708.83,Recent High Value,Needs Attention,7
136054,2,18,250346.7,Top 5% Monetary,Champions,15
136055,2,9,92904.25,Recent High Value,Needs Attention,8
136056,3,16,177752.63,Top 10% Frequency,Champions,14
136057,4,13,194802.7,Recent High Value,Champions,13
136058,10,9,115300.05,Recent High Value,At Risk,6
136059,10,14,180699.34,Recent High Value,Loyal,12
136060,5,21,231688.31,Top 5% Monetary,Champions,14
136061,11,14,196204.58,Recent High Value,Loyal,12
136062,12,11,162428.06,Recent High Value,Potential,9
136063,6,10,110955.6,Recent High Value,Needs Attention,7
136064,2,10,146313.45,Recent High Value,Loyal,11
136065,4,12,122528.93,Recent High Value,Loyal,11
136066,1,15,163942.31,Recent High Value,Champions,14
136067,1,16,238457.28,Top 5% Monetary,Champions,15
136068,8,12,158549.75,Recent High Value,Loyal,11
136069,12,14,199816.06,Recent High Value,Loyal,12
136070,12,9,66139.95,Recent High Value,At Risk,5
136071,3,10,136137.89,Recent High Value,Potential,9
136072,2,12,164232.01,Recent High Value,Champions,13
136073,4,11,167637.76,Recent High Value,Loyal,11
136074,9,8,114742.93,Recent High Value,At Risk,5
136075,11,14,161680.02,Recent High Value,Loyal,11
136076,4,12,111237.52,Recent High Value,Potential,10
136077,4,18,205926.73,Top 10% Frequency,Champions,14
136078,4,8,104152.38,Recent High Value,Needs Attention,7
136079,10,10,124195.72,Recent High Value,Needs Attention,7
136080,10,11,163253.54,Recent High Value,Potential,9
136081,4,18,222360.46,Top 5% Monetary,Champions,14
136082,1,11,167414.77,Recent High Value,Loyal,12
136083,8,11,87811.9,Recent High Value,Needs Attention,7
136084,2,12,117981.32,Recent High Value,Loyal,11
136085,17,9,100036.71,Recent High Value,At Risk,5
136086,7,14,163210.63,Recent High Value,Loyal,12
136087,2,15,144779.72999999998,Recent High Value,Champions,13
136088,2,11,139726.58,Recent High Value,Loyal,11
136089,3,8,93250.82,Recent High Value,At Risk,6
136090,13,10,130470.33,Recent High Value,Needs Attention,7
136091,4,13,169800.82,Recent High Value,Loyal,12
136092,3,10,128225.54,Recent High Value,Potential,9
136093,1,15,192126.96,Recent High Value,Champions,15
136094,2,18,211983.75,Top 10% Frequency,Champions,15
136095,1,11,135183.83,Recent High Value,Loyal,11
136096,5,9,83145.13,Recent High Value,Needs Attention,7
136097,2,17,217402.71,Top 10% Frequency,Champions,15
136098,7,16,196783.06,Top 10% Frequency,Champions,13
136099,4,17,177872.38999999998,Top 10% Frequency,Champions,14
136100,1,8,78571.03,Recent High Value,Needs Attention,7
136101,3,11,137295.83,Recent High Value,Potential,10
136102,5,13,179689.84,Recent High Value,Champions,13
136103,1,12,150395.51,Recent High Value,Champions,13
